id,fake,real
TEST_00000,0.8565682768821716,0.14610637724399567
TEST_00001,0.11697662621736526,0.8844752311706543
TEST_00002,0.2615702748298645,0.7392686605453491
TEST_00003,0.004079997539520264,0.9959676265716553
TEST_00004,0.1499137282371521,0.8498445153236389
TEST_00005,0.00015961274039000273,0.9998373985290527
TEST_00006,0.993619978427887,0.006682075094431639
TEST_00007,6.92178073222749e-05,0.9999326467514038
TEST_00008,2.0252889953553677e-05,0.9999793767929077
TEST_00009,0.00023234142281580716,0.9997679591178894
TEST_00010,0.999708354473114,0.00031469736131839454
TEST_00011,0.9991165995597839,0.0009278816869482398
TEST_00012,4.989144496825017e-17,1.0
TEST_00013,0.46685275435447693,0.533236026763916
TEST_00014,0.9999939203262329,6.806336386944167e-06
TEST_00015,0.19978557527065277,0.7980138063430786
TEST_00016,0.008408328518271446,0.9914411306381226
TEST_00017,0.9999680519104004,3.490868039079942e-05
TEST_00018,1.621636491755396e-09,1.0
TEST_00019,0.10515297204256058,0.8944317698478699
TEST_00020,0.08800113201141357,0.9101780652999878
TEST_00021,0.010953996330499649,0.9892168045043945
TEST_00022,0.9902138113975525,0.010071709752082825
TEST_00023,0.980697512626648,0.01999424211680889
TEST_00024,0.14810997247695923,0.8512226939201355
TEST_00025,0.9996827840805054,0.00034267071168869734
TEST_00026,0.9482443928718567,0.05132627114653587
TEST_00027,0.3940505385398865,0.606691300868988
TEST_00028,0.9971012473106384,0.0030932556837797165
TEST_00029,0.9999994039535522,6.707385296067514e-07
TEST_00030,0.26790744066238403,0.7341577410697937
TEST_00031,0.016593044623732567,0.9838995933532715
TEST_00032,0.9999949932098389,5.147755018697353e-06
TEST_00033,5.78818580834195e-05,0.9999401569366455
TEST_00034,4.145120868770391e-08,1.0
TEST_00035,4.710504799732007e-05,0.9999581575393677
TEST_00036,0.04464457184076309,0.9550948739051819
TEST_00037,0.0923394113779068,0.9056349992752075
TEST_00038,0.12487870454788208,0.8750444054603577
TEST_00039,0.9995194673538208,0.0005143546732142568
TEST_00040,0.7571595907211304,0.244821697473526
TEST_00041,8.046287257457152e-05,0.999922513961792
TEST_00042,0.05264662951231003,0.9470635652542114
TEST_00043,8.643949556130792e-09,1.0
TEST_00044,0.9989325404167175,0.0011503356508910656
TEST_00045,0.02503104694187641,0.975243091583252
TEST_00046,2.5477129383943975e-06,0.999997615814209
TEST_00047,0.04105256870388985,0.958052396774292
TEST_00048,0.15328527987003326,0.8464934825897217
TEST_00049,8.138697438968105e-15,1.0
TEST_00050,0.03894248604774475,0.9610801935195923
TEST_00051,0.018463119864463806,0.9812356233596802
TEST_00052,0.001300016068853438,0.9987525939941406
TEST_00053,0.9998522996902466,0.00016292785585392267
TEST_00054,0.9986419081687927,0.001460676547139883
TEST_00055,0.9995724558830261,0.000461303920019418
TEST_00056,0.9989770650863647,0.001032743020914495
TEST_00057,2.9174194423831068e-05,0.9999719858169556
TEST_00058,0.9999990463256836,1.0828352969838306e-06
TEST_00059,0.9999997615814209,3.252624765082146e-07
TEST_00060,0.004957620985805988,0.9949302077293396
TEST_00061,0.0030974391847848892,0.9969122409820557
TEST_00062,0.00026408370467834175,0.9997392296791077
TEST_00063,0.00044877181062474847,0.999573290348053
TEST_00064,0.10708073526620865,0.8931252360343933
TEST_00065,0.00038581801345571876,0.9996143579483032
TEST_00066,0.219789057970047,0.7817191481590271
TEST_00067,0.27291759848594666,0.7269266247749329
TEST_00068,2.332609909672101e-07,0.9999997615814209
TEST_00069,0.6704076528549194,0.33072832226753235
TEST_00070,0.06414450705051422,0.9361482262611389
TEST_00071,0.8942360877990723,0.10755310952663422
TEST_00072,0.0041339504532516,0.9960073828697205
TEST_00073,7.820435651059027e-14,1.0
TEST_00074,0.980697751045227,0.01996614597737789
TEST_00075,0.0006182047072798014,0.9993879795074463
TEST_00076,0.9990621209144592,0.0009874150855466723
TEST_00077,0.1279478818178177,0.8698988556861877
TEST_00078,8.432316222057006e-17,1.0
TEST_00079,0.9999189376831055,8.491057815263048e-05
TEST_00080,0.5951269865036011,0.4043884575366974
TEST_00081,0.9999681711196899,3.53113682649564e-05
TEST_00082,0.0007329208892770112,0.9992662072181702
TEST_00083,0.0005194051191210747,0.9994693398475647
TEST_00084,0.988149106502533,0.012352954596281052
TEST_00085,0.00030066195176914334,0.9997077584266663
TEST_00086,0.057349011301994324,0.9431948661804199
TEST_00087,0.9998810291290283,0.00013045979721937329
TEST_00088,0.08902209997177124,0.9094796180725098
TEST_00089,0.0010180033277720213,0.9989848732948303
TEST_00090,0.2756066918373108,0.7238266468048096
TEST_00091,4.331279797042953e-07,0.9999995231628418
TEST_00092,0.0020395584870129824,0.9979985356330872
TEST_00093,2.5475112579442794e-06,0.9999974966049194
TEST_00094,0.016977397724986076,0.982799232006073
