id,fake,real
TEST_00000,0.61879563331604,0.17578133940696716
TEST_00001,0.522804319858551,0.29405146837234497
TEST_00002,0.5664161443710327,0.23993289470672607
TEST_00003,0.09986766427755356,0.8482764959335327
TEST_00004,0.26767444610595703,0.7246389389038086
TEST_00005,0.003458077320829034,0.9936116337776184
TEST_00006,0.6212555766105652,0.24835675954818726
TEST_00007,0.004404763225466013,0.9933433532714844
TEST_00008,0.0014999776612967253,0.9972034692764282
TEST_00009,0.08632603287696838,0.8569270372390747
TEST_00010,0.9211345314979553,0.033389776945114136
TEST_00011,0.9482448101043701,0.02455330453813076
TEST_00012,1.0651287993823644e-06,0.9999957084655762
TEST_00013,0.5381492376327515,0.45443370938301086
TEST_00014,0.9498144388198853,0.01829664595425129
TEST_00015,0.16501571238040924,0.8273447155952454
TEST_00016,0.05493896082043648,0.930661141872406
TEST_00017,0.4856044352054596,0.37697523832321167
TEST_00018,8.894564871297916e-07,0.9999967813491821
TEST_00019,0.6682325601577759,0.3378342390060425
TEST_00020,0.11401934176683426,0.861274778842926
TEST_00021,0.14307653903961182,0.849312961101532
TEST_00022,0.44315776228904724,0.502185046672821
TEST_00023,0.7889779210090637,0.08732041716575623
TEST_00024,0.1835930496454239,0.7835191488265991
TEST_00025,0.9196771383285522,0.02913580648601055
TEST_00026,0.8008751273155212,0.2047012895345688
TEST_00027,0.451603502035141,0.5174991488456726
TEST_00028,0.7798827290534973,0.1140543594956398
TEST_00029,0.9625260233879089,0.015134559012949467
TEST_00030,0.4283476173877716,0.5272063612937927
TEST_00031,0.7130846381187439,0.28499022126197815
TEST_00032,0.952793538570404,0.03657485917210579
TEST_00033,0.014770600013434887,0.9773683547973633
TEST_00034,4.2748328269226477e-05,0.9998952150344849
TEST_00035,0.09677308797836304,0.8416348099708557
TEST_00036,0.6769214868545532,0.26629674434661865
TEST_00037,0.49832382798194885,0.4968698024749756
TEST_00038,0.4578877389431,0.49229174852371216
TEST_00039,0.7577478289604187,0.10683183372020721
TEST_00040,0.5444765686988831,0.3599984347820282
TEST_00041,0.02835627645254135,0.9490334391593933
TEST_00042,0.37610334157943726,0.5619206428527832
TEST_00043,0.00018006903701461852,0.9995525479316711
TEST_00044,0.8871243596076965,0.046559303998947144
TEST_00045,0.40104037523269653,0.45990756154060364
TEST_00046,0.048757199198007584,0.8994544148445129
TEST_00047,0.002051132032647729,0.9974901676177979
TEST_00048,0.1419287472963333,0.8186783194541931
TEST_00049,2.5656133217921706e-08,0.9999998807907104
TEST_00050,0.5413233637809753,0.38121551275253296
TEST_00051,0.3221038579940796,0.6745341420173645
TEST_00052,0.04062645137310028,0.9195377230644226
TEST_00053,0.9259876012802124,0.020170414820313454
TEST_00054,0.6168374419212341,0.2309388518333435
TEST_00055,0.9294984340667725,0.047109879553318024
TEST_00056,0.8850047588348389,0.12134601175785065
TEST_00057,4.9129561375593767e-05,0.9998835325241089
TEST_00058,0.8322041630744934,0.09978178888559341
TEST_00059,0.950846791267395,0.01660718210041523
TEST_00060,0.0051329247653484344,0.9943616390228271
